name,Date,Ptot_HA,Ptot_HEI,Ptot_HEI_13RT,Ptot_HEI_5RNS,Ptot_RIZOMM,Quality
Conso_Data,2026-01-01T00:10:00,39556,102430,82147,20282,23581,0
Conso_Data,2026-01-01T00:20:00,40103,109775,88047,21727,20549,0
Conso_Data,2026-01-01T00:30:00,41197,106285,85350,20935,19958,0
Conso_Data,2026-01-01T00:40:00,40914,100778,79089,21688,20132,0
Conso_Data,2026-01-01T00:50:00,39212,100440,78528,21911,20258,0
Conso_Data,2026-01-01T01:00:00,40584,101012,79478,21534,19944,0
Conso_Data,2026-01-01T01:10:00,41971,100102,78820,21282,22778,0
Conso_Data,2026-01-01T01:20:00,41187,99347,79425,19922,19746,0
Conso_Data,2026-01-01T01:30:00,39017,101589,81210,20378,20811,0
Conso_Data,2026-01-01T01:40:00,38710,99552,79568,19984,19776,0
Conso_Data,2026-01-01T01:50:00,40807,98972,81634,17338,20690,0
Conso_Data,2026-01-01T02:00:00,41619,106269,88695,17574,22133,0
Conso_Data,2026-01-01T02:10:00,39975,96757,79136,17620,22168,0
Conso_Data,2026-01-01T02:20:00,39408,97131,78681,18450,19801,0
Conso_Data,2026-01-01T02:30:00,40954,97054,78417,18637,20232,0
Conso_Data,2026-01-01T02:40:00,40450,96725,79368,17357,20026,0
Conso_Data,2026-01-01T02:50:00,42512,100177,80644,19532,20098,0
Conso_Data,2026-01-01T03:00:00,39383,99169,79316,19853,25584,0
Conso_Data,2026-01-01T03:10:00,40797,99154,80684,18469,20532,0
Conso_Data,2026-01-01T03:20:00,41358,105236,86531,18704,25422,0
Conso_Data,2026-01-01T03:30:00,44791,93427,73408,20019,24582,0
Conso_Data,2026-01-01T03:40:00,41879,83082,63318,19764,23439,0
Conso_Data,2026-01-01T03:50:00,42061,84728,65405,19323,23637,0
Conso_Data,2026-01-01T04:00:00,45356,105964,86233,19731,24077,0
Conso_Data,2026-01-01T04:10:00,44715,106484,86220,20263,23633,0
Conso_Data,2026-01-01T04:20:00,45601,106322,86511,19811,23583,0
Conso_Data,2026-01-01T04:30:00,43492,107320,87668,19652,23821,0
Conso_Data,2026-01-01T04:40:00,45277,107816,87068,20748,23162,0
Conso_Data,2026-01-01T04:50:00,45780,115977,90986,24990,24298,0
Conso_Data,2026-01-01T05:00:00,44864,118903,96089,22813,24492,0
Conso_Data,2026-01-01T05:10:00,44743,111074,88436,22638,23282,0
Conso_Data,2026-01-01T05:20:00,45001,107858,86887,20970,23208,0
Conso_Data,2026-01-01T05:30:00,46565,110097,89491,20606,23805,0
Conso_Data,2026-01-01T05:40:00,45375,115724,91023,24701,24626,0
Conso_Data,2026-01-01T05:50:00,44005,123186,90261,32925,24728,0
Conso_Data,2026-01-01T06:00:00,45795,121135,89415,31719,25842,0
Conso_Data,2026-01-01T06:10:00,47044,123725,89072,34653,25921,0
Conso_Data,2026-01-01T06:20:00,46431,122230,89281,32949,26677,0
Conso_Data,2026-01-01T06:30:00,45114,122512,91805,30706,25546,0
Conso_Data,2026-01-01T06:40:00,44785,128700,98051,30648,25784,0
Conso_Data,2026-01-01T06:50:00,46687,121774,91457,30316,26677,0
Conso_Data,2026-01-01T07:00:00,48625,120152,90765,29387,25569,0
Conso_Data,2026-01-01T07:10:00,44988,119467,89102,30364,25643,0
Conso_Data,2026-01-01T07:20:00,44415,120230,89080,31150,26094,0
Conso_Data,2026-01-01T07:30:00,47773,120389,89780,30609,26052,0
Conso_Data,2026-01-01T07:40:00,47496,117635,87976,29658,26309,0
Conso_Data,2026-01-01T07:50:00,46569,123445,89553,33891,25822,0
Conso_Data,2026-01-01T08:00:00,45545,117810,89415,28394,26498,0
Conso_Data,2026-01-01T08:10:00,46630,114791,87962,26829,27102,0
Conso_Data,2026-01-01T08:20:00,46330,126762,99306,27456,25891,0
Conso_Data,2026-01-01T08:30:00,46530,121803,92845,28958,26711,0
Conso_Data,2026-01-01T08:40:00,44076,120472,89629,30842,26081,0
Conso_Data,2026-01-01T08:50:00,44673,117970,89531,28438,25631,0
Conso_Data,2026-01-01T09:00:00,47253,114546,88491,26054,25601,0
Conso_Data,2026-01-01T09:10:00,44663,114565,87943,26622,26241,0
Conso_Data,2026-01-01T09:20:00,44210,113394,86135,27259,25892,0
Conso_Data,2026-01-01T09:30:00,44288,114782,87056,27725,25795,0
Conso_Data,2026-01-01T09:40:00,42479,115246,87183,28063,25624,0
Conso_Data,2026-01-01T09:50:00,42349,123648,94061,29587,25939,0
Conso_Data,2026-01-01T10:00:00,40730,123520,93853,29666,25915,0
Conso_Data,2026-01-01T10:10:00,40641,115097,88195,26901,25159,0
Conso_Data,2026-01-01T10:20:00,43317,113998,88826,25171,25885,0
Conso_Data,2026-01-01T10:30:00,42460,113974,88512,25462,26086,0
Conso_Data,2026-01-01T10:40:00,41642,111255,86701,24554,26102,0
Conso_Data,2026-01-01T10:50:00,41893,113004,86694,26310,25933,0
Conso_Data,2026-01-01T11:00:00,42623,111696,86095,25601,25745,0
Conso_Data,2026-01-01T11:10:00,42873,117780,89765,28014,25425,0
Conso_Data,2026-01-01T11:20:00,41493,121216,93651,27564,25705,0
Conso_Data,2026-01-01T11:30:00,41184,111434,87521,23912,25821,0
Conso_Data,2026-01-01T11:40:00,43578,112591,87721,24869,25593,0
Conso_Data,2026-01-01T11:50:00,42920,113899,87398,26500,26417,0
Conso_Data,2026-01-01T12:00:00,41625,112280,86884,25396,26598,0
Conso_Data,2026-01-01T12:10:00,40758,110135,85141,24994,26448,0
Conso_Data,2026-01-01T12:20:00,41900,112112,85842,26269,25885,0
Conso_Data,2026-01-01T12:30:00,40980,114028,87507,26521,26260,0
Conso_Data,2026-01-01T12:40:00,41159,118304,89095,29208,25912,0
Conso_Data,2026-01-01T12:50:00,39843,128106,97629,30477,25911,0
Conso_Data,2026-01-01T13:00:00,41235,117600,89759,27841,26051,0
Conso_Data,2026-01-01T13:10:00,41067,114022,88607,25414,27048,0
Conso_Data,2026-01-01T13:20:00,41959,113381,89424,23956,27159,0
Conso_Data,2026-01-01T13:30:00,39949,111313,87452,23861,26526,0
Conso_Data,2026-01-01T13:40:00,41552,112074,87507,24566,25801,0
Conso_Data,2026-01-01T13:50:00,42291,111995,87229,24765,26033,0
Conso_Data,2026-01-01T14:00:00,42137,116799,88087,28712,26651,0
Conso_Data,2026-01-01T14:10:00,41409,115908,89885,26022,26534,0
Conso_Data,2026-01-01T14:20:00,40208,122465,97360,25104,25932,0
Conso_Data,2026-01-01T14:30:00,42761,115978,88370,27607,26734,0
Conso_Data,2026-01-01T14:40:00,41329,116527,89950,26576,25966,0
Conso_Data,2026-01-01T14:50:00,41570,114121,89175,24946,26504,0
Conso_Data,2026-01-01T15:00:00,39884,115104,89982,25121,26223,0
Conso_Data,2026-01-01T15:10:00,43212,114909,89464,25444,26022,0
Conso_Data,2026-01-01T15:20:00,43481,111960,86295,25664,26462,0
Conso_Data,2026-01-01T15:30:00,43365,116536,86575,29961,26750,0
Conso_Data,2026-01-01T15:40:00,42483,116681,88447,28233,26108,0
Conso_Data,2026-01-01T15:50:00,43328,125739,98407,27332,26200,0
Conso_Data,2026-01-01T16:00:00,45115,118594,89336,29258,26316,0
Conso_Data,2026-01-01T16:10:00,44341,116873,88902,27970,26160,0
Conso_Data,2026-01-01T16:20:00,42542,113964,87948,26016,26707,0
Conso_Data,2026-01-01T16:30:00,44358,113261,87826,25435,25611,0
Conso_Data,2026-01-01T16:40:00,51716,111986,86403,25582,25722,0
Conso_Data,2026-01-01T16:50:00,51797,117728,88191,29537,26142,0
Conso_Data,2026-01-01T17:00:00,51499,98804,74476,24328,26461,0
Conso_Data,2026-01-01T17:10:00,49901,98516,74349,24167,26220,0
Conso_Data,2026-01-01T17:20:00,50733,109676,84955,24721,26454,0
Conso_Data,2026-01-01T17:30:00,51249,102231,76175,26056,25953,0
Conso_Data,2026-01-01T17:40:00,51188,95427,74495,20932,26586,0
Conso_Data,2026-01-01T17:50:00,50165,95395,74409,20985,26189,0
Conso_Data,2026-01-01T18:00:00,50218,95713,75495,20217,24476,0
Conso_Data,2026-01-01T18:10:00,51901,95256,75339,19917,25203,0
Conso_Data,2026-01-01T18:20:00,50342,91576,72890,18686,24778,0
Conso_Data,2026-01-01T18:30:00,48084,92292,73398,18893,25143,0
Conso_Data,2026-01-01T18:40:00,46641,108320,89405,18915,24754,0
Conso_Data,2026-01-01T18:50:00,46581,117775,99189,18585,25091,0
Conso_Data,2026-01-01T19:00:00,42920,104852,87391,17461,24501,0
Conso_Data,2026-01-01T19:10:00,42661,107149,87657,19492,24424,0
Conso_Data,2026-01-01T19:20:00,40585,104917,86389,18528,24639,0
Conso_Data,2026-01-01T19:30:00,41082,104599,86206,18393,23819,0
Conso_Data,2026-01-01T19:40:00,41795,105948,86376,19572,24045,0
Conso_Data,2026-01-01T19:50:00,40851,104062,86023,18039,23937,0
Conso_Data,2026-01-01T20:00:00,38473,99692,81759,17933,23550,0
Conso_Data,2026-01-01T20:10:00,39037,110027,92336,17691,24626,0
Conso_Data,2026-01-01T20:20:00,39748,99356,81173,18182,24611,0
Conso_Data,2026-01-01T20:30:00,41584,98508,80605,17902,25685,0
Conso_Data,2026-01-01T20:40:00,39118,97230,79265,17964,23926,0
Conso_Data,2026-01-01T20:50:00,39546,97910,78219,19690,23650,0
Conso_Data,2026-01-01T21:00:00,40825,97604,78625,18979,24663,0
Conso_Data,2026-01-01T21:10:00,39945,99167,80372,18794,23419,0
Conso_Data,2026-01-01T21:20:00,40570,97644,78624,19019,23271,0
Conso_Data,2026-01-01T21:30:00,38508,101031,82762,18268,23666,0
Conso_Data,2026-01-01T21:40:00,39141,106394,88903,17490,23236,0
Conso_Data,2026-01-01T21:50:00,38596,96479,78828,17650,20584,0
Conso_Data,2026-01-01T22:00:00,38059,98505,79843,18661,20288,0
Conso_Data,2026-01-01T22:10:00,37117,98427,80901,17526,23399,0
Conso_Data,2026-01-01T22:20:00,38195,98786,80406,18379,19919,0
Conso_Data,2026-01-01T22:30:00,39330,99097,79009,20088,20557,0
Conso_Data,2026-01-01T22:40:00,40409,97613,78104,19508,20643,0
Conso_Data,2026-01-01T22:50:00,37219,98690,79872,18817,19758,0
Conso_Data,2026-01-01T23:00:00,37271,99380,80565,18814,20487,0
Conso_Data,2026-01-01T23:10:00,37689,106493,88718,17775,22350,0
Conso_Data,2026-01-01T23:20:00,38313,101821,83791,18029,20614,0
Conso_Data,2026-01-01T23:30:00,36831,97843,80175,17667,20164,0
Conso_Data,2026-01-01T23:40:00,37093,96208,78792,17415,20207,0
Conso_Data,2026-01-01T23:50:00,38457,97340,79315,18024,19938,0
Conso_Data,2026-01-02T00:00:00,37610,95781,77989,17792,22255,0
Conso_Data,2026-01-02T00:10:00,37661,98823,79772,19050,19226,0
Conso_Data,2026-01-02T00:20:00,35799,100348,81220,19127,19883,0
Conso_Data,2026-01-02T00:30:00,38556,103254,84102,19152,19424,0
Conso_Data,2026-01-02T00:40:00,38075,107619,87750,19868,20029,0
Conso_Data,2026-01-02T00:50:00,39021,98155,79944,18211,22067,0
Conso_Data,2026-01-02T01:00:00,36881,96293,78756,17536,21485,0
Conso_Data,2026-01-02T01:10:00,36946,96764,78365,18399,19890,0
Conso_Data,2026-01-02T01:20:00,37232,95327,77705,17622,19673,0
Conso_Data,2026-01-02T01:30:00,38564,98750,77415,21334,20152,0
Conso_Data,2026-01-02T01:40:00,36828,99895,79192,20703,23366,0
Conso_Data,2026-01-02T01:50:00,36511,102303,79821,22482,19511,0
Conso_Data,2026-01-02T02:00:00,38511,105230,84172,21058,19816,0
Conso_Data,2026-01-02T02:10:00,39424,112107,90537,21569,20409,0
Conso_Data,2026-01-02T02:20:00,37554,100353,79533,20820,20890,0
Conso_Data,2026-01-02T02:30:00,38343,99752,79223,20528,23313,0
Conso_Data,2026-01-02T02:40:00,39733,98261,78412,19849,19800,0
Conso_Data,2026-01-02T02:50:00,42332,99684,79712,19972,20464,0
Conso_Data,2026-01-02T03:00:00,43553,100748,80424,20324,19930,0
Conso_Data,2026-01-02T03:10:00,41228,100668,79959,20709,19594,0
Conso_Data,2026-01-02T03:20:00,41545,99760,80004,19756,24248,0
Conso_Data,2026-01-02T03:30:00,46374,95204,75705,19499,23627,0
Conso_Data,2026-01-02T03:40:00,43872,87333,67938,19394,23958,0
Conso_Data,2026-01-02T03:50:00,44483,83005,63182,19823,23484,0
Conso_Data,2026-01-02T04:00:00,45611,103085,84157,18927,23482,0
Conso_Data,2026-01-02T04:10:00,48449,104081,85859,18222,23103,0
Conso_Data,2026-01-02T04:20:00,47649,102952,85262,17689,24343,0
Conso_Data,2026-01-02T04:30:00,47358,105708,87377,18331,23238,0
Conso_Data,2026-01-02T04:40:00,46577,104564,86584,17980,23292,0
Conso_Data,2026-01-02T04:50:00,48631,106700,88586,18114,23623,0
Conso_Data,2026-01-02T05:00:00,47895,110720,91917,18803,24127,0
Conso_Data,2026-01-02T05:10:00,47737,119676,100599,19076,23868,0
Conso_Data,2026-01-02T05:20:00,46433,105805,87282,18522,23955,0
Conso_Data,2026-01-02T05:30:00,47517,105851,86822,19029,25903,0
Conso_Data,2026-01-02T05:40:00,48767,110487,86751,23735,26342,0
Conso_Data,2026-01-02T05:50:00,48672,125059,89811,35247,26599,0
Conso_Data,2026-01-02T06:00:00,47876,124715,89623,35092,28193,0
Conso_Data,2026-01-02T06:10:00,48468,120123,88874,31249,27765,0
Conso_Data,2026-01-02T06:20:00,48428,119052,88518,30534,28047,0
Conso_Data,2026-01-02T06:30:00,50641,120357,88860,31496,28555,0
Conso_Data,2026-01-02T06:40:00,48592,120701,88751,31950,27981,0
Conso_Data,2026-01-02T06:50:00,48237,129510,98365,31145,27325,0
Conso_Data,2026-01-02T07:00:00,50657,122796,88874,33922,27979,0
Conso_Data,2026-01-02T07:10:00,49535,121398,90160,31238,28874,0
Conso_Data,2026-01-02T07:20:00,48786,117410,89515,27895,28234,0
Conso_Data,2026-01-02T07:30:00,50111,116710,88743,27967,28176,0
Conso_Data,2026-01-02T07:40:00,49710,115039,87889,27150,29924,0
Conso_Data,2026-01-02T07:50:00,50917,116253,88501,27752,28410,0
Conso_Data,2026-01-02T08:00:00,47663,118000,87711,30288,28138,0
Conso_Data,2026-01-02T08:10:00,47968,119231,88660,30571,28012,0
Conso_Data,2026-01-02T08:20:00,47374,130777,98042,32734,28180,0
Conso_Data,2026-01-02T08:30:00,45493,118628,88032,30596,28031,0
Conso_Data,2026-01-02T08:40:00,46578,118881,90652,28228,28518,0
Conso_Data,2026-01-02T08:50:00,44782,116723,90581,26141,28025,0
Conso_Data,2026-01-02T09:00:00,45758,114388,88032,26355,28331,0
Conso_Data,2026-01-02T09:10:00,46258,117342,88734,28608,27817,0
Conso_Data,2026-01-02T09:20:00,46674,116001,87118,28883,28288,0
Conso_Data,2026-01-02T09:30:00,46112,117181,87859,29322,28062,0
Conso_Data,2026-01-02T09:40:00,45370,117719,85464,32255,27931,0
Conso_Data,2026-01-02T09:50:00,45881,125288,94943,30345,28196,0
Conso_Data,2026-01-02T10:00:00,45801,119709,92779,26930,28280,0
Conso_Data,2026-01-02T10:10:00,44872,115828,89300,26527,27973,0
Conso_Data,2026-01-02T10:20:00,45378,117165,89568,27596,28819,0
Conso_Data,2026-01-02T10:30:00,46536,121128,89581,31547,27737,0
Conso_Data,2026-01-02T10:40:00,44943,112395,87221,25174,28968,0
Conso_Data,2026-01-02T10:50:00,45645,114677,86756,27921,28795,0
Conso_Data,2026-01-02T11:00:00,45873,113934,85168,28766,28343,0
Conso_Data,2026-01-02T11:10:00,46894,113346,87612,25734,28760,0
Conso_Data,2026-01-02T11:20:00,47144,122166,95964,26201,28607,0
Conso_Data,2026-01-02T11:30:00,45889,112882,85810,27071,28254,0
Conso_Data,2026-01-02T11:40:00,45494,113542,86635,26906,27806,0
Conso_Data,2026-01-02T11:50:00,45695,114067,86282,27785,28398,0
Conso_Data,2026-01-02T12:00:00,45934,112430,87044,25385,28404,0
Conso_Data,2026-01-02T12:10:00,45562,113626,85371,28254,29008,0
Conso_Data,2026-01-02T12:20:00,45477,115547,85600,29946,29518,0
Conso_Data,2026-01-02T12:30:00,44037,114029,86512,27517,29794,0
Conso_Data,2026-01-02T12:40:00,45105,117741,91789,25951,29245,0
Conso_Data,2026-01-02T12:50:00,45197,123978,97447,26530,29826,0
Conso_Data,2026-01-02T13:00:00,44768,116830,88382,28448,28658,0
Conso_Data,2026-01-02T13:10:00,43415,116500,90294,26206,29965,0
Conso_Data,2026-01-02T13:20:00,45613,116817,90889,25928,28661,0
Conso_Data,2026-01-02T13:30:00,45389,118522,88390,30131,29304,0
Conso_Data,2026-01-02T13:40:00,46969,116228,88716,27512,28280,0
Conso_Data,2026-01-02T13:50:00,43159,113046,87441,25605,27874,0
Conso_Data,2026-01-02T14:00:00,46020,112684,88805,23878,28303,0
Conso_Data,2026-01-02T14:10:00,47199,116735,92793,23942,28278,0
Conso_Data,2026-01-02T14:20:00,45426,120221,96977,23244,28115,0
Conso_Data,2026-01-02T14:30:00,43979,111832,88003,23829,27698,0
Conso_Data,2026-01-02T14:40:00,45246,112781,88518,24263,27877,0
Conso_Data,2026-01-02T14:50:00,46269,112112,86718,25394,28725,0
Conso_Data,2026-01-02T15:00:00,44851,118002,86777,31225,28109,0
Conso_Data,2026-01-02T15:10:00,44480,117287,87153,30134,28055,0
Conso_Data,2026-01-02T15:20:00,44399,115825,89702,26123,28640,0
Conso_Data,2026-01-02T15:30:00,53659,114230,88827,25403,28509,0
Conso_Data,2026-01-02T15:40:00,54171,118916,92470,26446,28142,0
Conso_Data,2026-01-02T15:50:00,54009,123145,96888,26256,28144,0
Conso_Data,2026-01-02T16:00:00,54929,114922,88663,26258,28397,0
Conso_Data,2026-01-02T16:10:00,55008,116244,88794,27449,28681,0
Conso_Data,2026-01-02T16:20:00,55572,119994,89076,30918,29189,0
Conso_Data,2026-01-02T16:30:00,55388,117987,89615,28372,28674,0
Conso_Data,2026-01-02T16:40:00,54852,114326,87252,27074,28816,0
Conso_Data,2026-01-02T16:50:00,55116,118128,90874,27253,28667,0
Conso_Data,2026-01-02T17:00:00,55165,103373,76760,26613,28290,0
Conso_Data,2026-01-02T17:10:00,55014,104778,78100,26678,28767,0
Conso_Data,2026-01-02T17:20:00,54574,109349,83545,25803,27813,0
Conso_Data,2026-01-02T17:30:00,51026,100849,72821,28028,28394,0
Conso_Data,2026-01-02T17:40:00,52260,97578,73112,24466,28656,0
Conso_Data,2026-01-02T17:50:00,49902,97592,72464,25128,28048,0
Conso_Data,2026-01-02T18:00:00,49355,96405,72009,24395,24109,0
Conso_Data,2026-01-02T18:10:00,44987,98163,72603,25560,24349,0
Conso_Data,2026-01-02T18:20:00,45701,97251,74000,23251,24422,0
Conso_Data,2026-01-02T18:30:00,47105,98383,75237,23145,24962,0
Conso_Data,2026-01-02T18:40:00,45076,111099,88616,22482,23684,0
Conso_Data,2026-01-02T18:50:00,45034,124148,94531,29616,24309,0
Conso_Data,2026-01-02T19:00:00,44512,112488,91931,20556,24388,0
Conso_Data,2026-01-02T19:10:00,45375,107199,87179,20020,23787,0
Conso_Data,2026-01-02T19:20:00,44168,115256,87522,27734,24235,0
Conso_Data,2026-01-02T19:30:00,43786,110061,87270,22790,23408,0
Conso_Data,2026-01-02T19:40:00,42801,108053,86497,21555,24178,0
Conso_Data,2026-01-02T19:50:00,44204,108527,86761,21765,23668,0
Conso_Data,2026-01-02T20:00:00,42434,101648,79703,21945,22885,0
Conso_Data,2026-01-02T20:10:00,42758,105382,78072,27309,23653,0
Conso_Data,2026-01-02T20:20:00,41590,106747,83344,23402,23402,0
Conso_Data,2026-01-02T20:30:00,42015,107039,85293,21745,23106,0
Conso_Data,2026-01-02T20:40:00,42670,98683,78514,20168,24892,0
Conso_Data,2026-01-02T20:50:00,44359,101825,78056,23769,23213,0
Conso_Data,2026-01-02T21:00:00,41652,98934,78593,20340,22797,0
Conso_Data,2026-01-02T21:10:00,42206,100763,78693,22070,23309,0
Conso_Data,2026-01-02T21:20:00,43525,100450,79209,21241,23373,0
Conso_Data,2026-01-02T21:30:00,42380,106134,78188,27946,23839,0
Conso_Data,2026-01-02T21:40:00,39792,98766,76454,22312,23458,0
Conso_Data,2026-01-02T21:50:00,40944,104164,79056,25107,19981,0
Conso_Data,2026-01-02T22:00:00,41925,110590,88685,21904,20242,0
Conso_Data,2026-01-02T22:10:00,42199,103371,80043,23327,19712,0
Conso_Data,2026-01-02T22:20:00,40377,101697,79122,22574,20368,0
Conso_Data,2026-01-02T22:30:00,40914,101478,79698,21780,20385,0
Conso_Data,2026-01-02T22:40:00,40873,104998,81458,23539,22072,0
Conso_Data,2026-01-02T22:50:00,41359,106041,79864,26176,19665,0
Conso_Data,2026-01-02T23:00:00,41317,103091,79973,23118,19506,0
Conso_Data,2026-01-02T23:10:00,39971,99312,78045,21266,19409,0
Conso_Data,2026-01-02T23:20:00,40540,100009,78767,21242,19199,0
Conso_Data,2026-01-02T23:30:00,41158,115678,90200,25477,19888,0
Conso_Data,2026-01-02T23:40:00,41344,105351,82564,22787,21729,0
Conso_Data,2026-01-02T23:50:00,39886,101465,77962,23503,20320,0
Conso_Data,2026-01-03T00:00:00,40587,106334,78711,27622,19599,0
Conso_Data,2026-01-03T00:10:00,41993,102725,78326,24398,22931,0
Conso_Data,2026-01-03T00:20:00,41687,98861,78049,20812,20612,0
Conso_Data,2026-01-03T00:30:00,39615,102661,78072,24589,19496,0
Conso_Data,2026-01-03T00:40:00,40306,100733,77841,22891,19499,0
Conso_Data,2026-01-03T00:50:00,41639,109899,87614,22284,20235,0
Conso_Data,2026-01-03T01:00:00,43238,106179,84169,22010,22081,0
Conso_Data,2026-01-03T01:10:00,41568,101681,78879,22802,19320,0
Conso_Data,2026-01-03T01:20:00,39651,106734,78429,28305,19735,0
Conso_Data,2026-01-03T01:30:00,40539,102091,77771,24319,20221,0
Conso_Data,2026-01-03T01:40:00,40586,100107,77935,22171,19675,0
Conso_Data,2026-01-03T01:50:00,40549,108234,78799,29434,19732,0
Conso_Data,2026-01-03T02:00:00,40230,101883,77502,24381,20395,0
Conso_Data,2026-01-03T02:10:00,40278,104941,81633,23308,21833,0
Conso_Data,2026-01-03T02:20:00,41198,112447,88257,24190,20563,0
Conso_Data,2026-01-03T02:30:00,42219,102302,78130,24172,19856,0
Conso_Data,2026-01-03T02:40:00,39512,105894,77908,27986,19685,0
Conso_Data,2026-01-03T02:50:00,41451,102348,78210,24137,20058,0
Conso_Data,2026-01-03T03:00:00,41840,99432,77530,21902,19856,0
Conso_Data,2026-01-03T03:10:00,41355,101173,77481,23691,22957,0
Conso_Data,2026-01-03T03:20:00,39784,105187,80482,24705,23889,0
Conso_Data,2026-01-03T03:30:00,41227,103460,80151,23309,23530,0
Conso_Data,2026-01-03T03:40:00,42463,103702,79946,23755,23442,0
Conso_Data,2026-01-03T03:50:00,44112,117656,91633,26022,23643,0
Conso_Data,2026-01-03T04:00:00,44062,115751,89718,26032,23016,0
Conso_Data,2026-01-03T04:10:00,43510,112529,87893,24636,23352,0
Conso_Data,2026-01-03T04:20:00,43511,106725,85482,21243,23092,0
Conso_Data,2026-01-03T04:30:00,44755,105563,85226,20337,22812,0
Conso_Data,2026-01-03T04:40:00,44652,106775,84725,22049,22642,0
Conso_Data,2026-01-03T04:50:00,42862,108231,86292,21938,24167,0
Conso_Data,2026-01-03T05:00:00,46018,113786,88718,25068,23999,0
Conso_Data,2026-01-03T05:10:00,46002,117671,88997,28673,23607,0
Conso_Data,2026-01-03T05:20:00,45734,111930,87659,24271,23464,0
Conso_Data,2026-01-03T05:30:00,44331,118654,95525,23129,25053,0
Conso_Data,2026-01-03T05:40:00,43676,111114,90923,20191,26098,0
Conso_Data,2026-01-03T05:50:00,44857,109016,87730,21285,26448,0
Conso_Data,2026-01-03T06:00:00,45504,107862,87518,20343,27187,0
Conso_Data,2026-01-03T06:10:00,46422,111712,89803,21909,28968,0
Conso_Data,2026-01-03T06:20:00,44279,112612,90339,22272,27382,0
Conso_Data,2026-01-03T06:30:00,45818,116197,88580,27616,27912,0
Conso_Data,2026-01-03T06:40:00,45923,111438,88299,23139,27658,0
Conso_Data,2026-01-03T06:50:00,46665,110647,87699,22948,26931,0
Conso_Data,2026-01-03T07:00:00,47393,120638,96288,24350,26926,0
Conso_Data,2026-01-03T07:10:00,49092,114016,90764,23252,28427,0
Conso_Data,2026-01-03T07:20:00,48509,108518,87391,21127,27630,0
Conso_Data,2026-01-03T07:30:00,50702,111155,87430,23724,27643,0
Conso_Data,2026-01-03T07:40:00,48403,110950,88259,22691,27172,0
Conso_Data,2026-01-03T07:50:00,49449,117767,90135,27631,27550,0
Conso_Data,2026-01-03T08:00:00,50136,115325,87970,27355,27352,0
Conso_Data,2026-01-03T08:10:00,48449,111518,87669,23848,27213,0
Conso_Data,2026-01-03T08:20:00,46102,119870,87773,32097,27744,0
Conso_Data,2026-01-03T08:30:00,46061,114908,86445,28462,27654,0
Conso_Data,2026-01-03T08:40:00,49238,121810,95990,25820,27551,0
Conso_Data,2026-01-03T08:50:00,48239,114587,88906,25680,27396,0
Conso_Data,2026-01-03T09:00:00,47473,112090,88865,23224,28421,0
Conso_Data,2026-01-03T09:10:00,45805,116905,88397,28508,28182,0
Conso_Data,2026-01-03T09:20:00,48298,115213,88689,26524,27054,0
Conso_Data,2026-01-03T09:30:00,48260,111421,88647,22773,27675,0
Conso_Data,2026-01-03T09:40:00,48474,107006,88551,18454,28054,0
Conso_Data,2026-01-03T09:50:00,46286,104822,86648,18174,28135,0
Conso_Data,2026-01-03T10:00:00,46889,106606,87471,19134,27280,0
Conso_Data,2026-01-03T10:10:00,49463,114552,95696,18855,27434,0
Conso_Data,2026-01-03T10:20:00,49040,108770,89835,18935,28143,0
Conso_Data,2026-01-03T10:30:00,46964,106444,87786,18658,27639,0
Conso_Data,2026-01-03T10:40:00,45958,106919,88021,18898,26977,0
Conso_Data,2026-01-03T10:50:00,47306,106559,87984,18574,28028,0
Conso_Data,2026-01-03T11:00:00,47691,106156,87997,18159,28515,0
Conso_Data,2026-01-03T11:10:00,47029,103785,86823,16962,27166,0
Conso_Data,2026-01-03T11:20:00,45137,103540,86061,17479,26499,0
Conso_Data,2026-01-03T11:30:00,47505,105086,87017,18069,27383,0
Conso_Data,2026-01-03T11:40:00,47385,113217,93711,19506,28068,0
Conso_Data,2026-01-03T11:50:00,44442,115389,96549,18839,28442,0
Conso_Data,2026-01-03T12:00:00,42119,107188,88960,18227,26071,0
Conso_Data,2026-01-03T12:10:00,43818,108803,89307,19496,26157,0
Conso_Data,2026-01-03T12:20:00,44464,106129,87498,18630,27079,0
Conso_Data,2026-01-03T12:30:00,44105,106946,87837,19109,26366,0
Conso_Data,2026-01-03T12:40:00,41645,105795,86266,19528,24568,0
Conso_Data,2026-01-03T12:50:00,41794,105586,87085,18501,24976,0
Conso_Data,2026-01-03T13:00:00,42846,104731,86034,18697,25477,0
Conso_Data,2026-01-03T13:10:00,42420,107468,87646,19822,24809,0
Conso_Data,2026-01-03T13:20:00,41394,120156,97088,23068,20950,0
Conso_Data,2026-01-03T13:30:00,41260,110846,89436,21409,21314,0
Conso_Data,2026-01-03T13:40:00,42914,110111,88340,21771,20916,0
Conso_Data,2026-01-03T13:50:00,43100,109923,87741,22181,21133,0
Conso_Data,2026-01-03T14:00:00,42053,99063,79031,20032,21191,0
Conso_Data,2026-01-03T14:10:00,40724,98504,77112,21391,23557,0
Conso_Data,2026-01-03T14:20:00,42672,99720,78822,20898,21432,0
Conso_Data,2026-01-03T14:30:00,42818,99372,79549,19823,21524,0
Conso_Data,2026-01-03T14:40:00,43997,103642,81829,21812,23848,0
