timestamp,ground_truth,imputed,quality,abs_error
2026-04-07T04:00:00+0000,86442.0,101018.70949074074,3,14576.709490740745
2026-04-07T04:10:00+0000,87469.0,101018.70949074074,3,13549.709490740745
2026-04-07T04:20:00+0000,89396.0,101018.70949074074,3,11622.709490740745
2026-04-07T04:30:00+0000,90638.0,101018.70949074074,3,10380.709490740745
2026-04-07T04:40:00+0000,91421.0,101018.70949074074,3,9597.709490740745
2026-04-07T04:50:00+0000,90975.0,101018.70949074074,3,10043.709490740745
2026-04-07T05:00:00+0000,92533.0,101018.70949074074,3,8485.709490740745
2026-04-07T05:10:00+0000,91699.0,101018.70949074074,3,9319.709490740745
2026-04-07T05:20:00+0000,94460.0,101018.70949074074,3,6558.7094907407445
2026-04-07T05:30:00+0000,93745.0,101018.70949074074,3,7273.7094907407445
2026-04-07T05:40:00+0000,98717.0,101018.70949074074,3,2301.7094907407445
2026-04-07T05:50:00+0000,104820.0,101018.70949074074,3,3801.2905092592555
2026-04-07T06:00:00+0000,108880.0,101018.70949074074,3,7861.2905092592555
2026-04-07T06:10:00+0000,115690.0,101018.70949074074,3,14671.290509259255
2026-04-07T06:20:00+0000,112190.0,101018.70949074074,3,11171.290509259255
2026-04-07T06:30:00+0000,118580.0,101018.70949074074,3,17561.290509259255
2026-04-07T06:40:00+0000,112950.0,101018.70949074074,3,11931.290509259255
2026-04-07T06:50:00+0000,115680.0,101018.70949074074,3,14661.290509259255
2026-04-07T07:00:00+0000,119990.0,101018.70949074074,3,18971.290509259255
2026-04-07T07:10:00+0000,125180.0,101018.70949074074,3,24161.290509259255
2026-04-07T07:20:00+0000,128080.0,101018.70949074074,3,27061.290509259255
2026-04-07T07:30:00+0000,127140.0,101018.70949074074,3,26121.290509259255
2026-04-07T07:40:00+0000,130050.0,101018.70949074074,3,29031.290509259255
2026-04-07T07:50:00+0000,133790.0,101018.70949074074,3,32771.290509259255
2026-04-07T08:00:00+0000,142830.0,101018.70949074074,3,41811.290509259255
2026-04-07T08:10:00+0000,142240.0,101018.70949074074,3,41221.290509259255
2026-04-07T08:20:00+0000,139730.0,101018.70949074074,3,38711.290509259255
2026-04-07T08:30:00+0000,140240.0,101018.70949074074,3,39221.290509259255
2026-04-07T08:40:00+0000,134540.0,101018.70949074074,3,33521.290509259255
2026-04-07T08:50:00+0000,146330.0,101018.70949074074,3,45311.290509259255
2026-04-07T09:00:00+0000,142970.0,101018.70949074074,3,41951.290509259255
2026-04-07T09:10:00+0000,144300.0,101018.70949074074,3,43281.290509259255
2026-04-07T09:20:00+0000,142670.0,101018.70949074074,3,41651.290509259255
2026-04-07T09:30:00+0000,148070.0,101018.70949074074,3,47051.290509259255
2026-04-07T09:40:00+0000,139590.0,101018.70949074074,3,38571.290509259255
2026-04-07T09:50:00+0000,147950.0,101018.70949074074,3,46931.290509259255
2026-04-07T10:00:00+0000,142390.0,101018.70949074074,3,41371.290509259255
2026-04-07T10:10:00+0000,136430.0,101018.70949074074,3,35411.290509259255
2026-04-07T10:20:00+0000,130150.0,101018.70949074074,3,29131.290509259255
2026-04-07T10:30:00+0000,131620.0,101018.70949074074,3,30601.290509259255
2026-04-07T10:40:00+0000,129150.0,101018.70949074074,3,28131.290509259255
2026-04-07T10:50:00+0000,129160.0,101018.70949074074,3,28141.290509259255
