timestamp,value
2026-04-06T09:30:00+0000,42053.0
2026-04-06T09:40:00+0000,40963.0
2026-04-06T09:50:00+0000,39740.0
2026-04-06T10:00:00+0000,40658.0
2026-04-06T10:10:00+0000,40096.0
2026-04-06T10:20:00+0000,39820.0
2026-04-06T10:30:00+0000,39099.0
2026-04-06T10:40:00+0000,37827.0
2026-04-06T10:50:00+0000,41782.0
2026-04-06T11:00:00+0000,38352.0
2026-04-06T11:10:00+0000,36768.0
2026-04-06T11:20:00+0000,36016.0
2026-04-06T11:30:00+0000,36128.0
2026-04-06T11:40:00+0000,36327.0
2026-04-06T11:50:00+0000,37303.0
2026-04-06T12:00:00+0000,34274.0
2026-04-06T12:10:00+0000,34402.0
2026-04-06T12:20:00+0000,36420.0
2026-04-06T12:30:00+0000,36272.0
2026-04-06T12:40:00+0000,35681.0
2026-04-06T12:50:00+0000,35491.0
2026-04-06T13:00:00+0000,36222.0
2026-04-06T13:10:00+0000,36781.0
2026-04-06T13:20:00+0000,36258.0
2026-04-06T13:30:00+0000,33940.0
2026-04-06T13:40:00+0000,37150.0
2026-04-06T13:50:00+0000,36830.0
2026-04-06T14:00:00+0000,36709.0
2026-04-06T14:10:00+0000,35517.0
2026-04-06T14:20:00+0000,36483.0
2026-04-06T14:30:00+0000,37109.0
2026-04-06T14:40:00+0000,38098.0
2026-04-06T14:50:00+0000,37761.0
2026-04-06T15:00:00+0000,37286.0
2026-04-06T15:10:00+0000,39572.0
2026-04-06T15:20:00+0000,39193.0
2026-04-06T15:30:00+0000,39991.0
2026-04-06T15:40:00+0000,38308.0
2026-04-06T15:50:00+0000,40008.0
2026-04-06T16:00:00+0000,40772.0
2026-04-06T16:10:00+0000,41820.0
2026-04-06T16:20:00+0000,40653.0
2026-04-06T16:30:00+0000,41795.0
2026-04-06T16:40:00+0000,43182.0
2026-04-06T16:50:00+0000,45428.0
2026-04-06T17:00:00+0000,41277.0
2026-04-06T17:10:00+0000,42161.0
2026-04-06T17:20:00+0000,43451.0
2026-04-06T17:30:00+0000,45634.0
2026-04-06T17:40:00+0000,45109.0
2026-04-06T17:50:00+0000,46240.0
2026-04-06T18:00:00+0000,44272.0
2026-04-06T18:10:00+0000,43370.0
2026-04-06T18:20:00+0000,42956.0
2026-04-06T18:30:00+0000,44393.0
2026-04-06T18:40:00+0000,43754.0
2026-04-06T18:50:00+0000,45697.0
2026-04-06T19:00:00+0000,43868.0
2026-04-06T19:10:00+0000,43134.0
2026-04-06T19:20:00+0000,42184.0
2026-04-06T19:30:00+0000,43442.0
2026-04-06T19:40:00+0000,43351.0
2026-04-06T19:50:00+0000,45618.0
2026-04-06T20:00:00+0000,42462.0
2026-04-06T20:10:00+0000,42375.0
2026-04-06T20:20:00+0000,43916.0
2026-04-06T20:30:00+0000,41836.0
2026-04-06T20:40:00+0000,40387.0
2026-04-06T20:50:00+0000,40183.0
2026-04-06T21:00:00+0000,41393.0
2026-04-06T21:10:00+0000,41947.0
2026-04-06T21:20:00+0000,42131.0
2026-04-06T21:30:00+0000,40559.0
2026-04-06T21:40:00+0000,41836.0
2026-04-06T21:50:00+0000,42346.0
2026-04-06T22:00:00+0000,42224.0
2026-04-06T22:10:00+0000,39664.0
2026-04-06T22:20:00+0000,40207.0
2026-04-06T22:30:00+0000,41284.0
2026-04-06T22:40:00+0000,41499.0
2026-04-06T22:50:00+0000,38979.0
2026-04-06T23:00:00+0000,40338.0
2026-04-06T23:10:00+0000,40944.0
2026-04-06T23:20:00+0000,41422.0
2026-04-06T23:30:00+0000,40395.0
2026-04-06T23:40:00+0000,41055.0
2026-04-06T23:50:00+0000,41002.0
2026-04-07T00:00:00+0000,42285.0
2026-04-07T00:10:00+0000,40928.0
2026-04-07T00:20:00+0000,40009.0
2026-04-07T00:30:00+0000,41718.0
2026-04-07T00:40:00+0000,40861.0
2026-04-07T00:50:00+0000,41819.0
2026-04-07T01:00:00+0000,40313.0
2026-04-07T01:10:00+0000,40834.0
2026-04-07T01:20:00+0000,41479.0
2026-04-07T01:30:00+0000,40822.0
2026-04-07T01:40:00+0000,40035.0
2026-04-07T01:50:00+0000,42189.0
2026-04-07T02:00:00+0000,43713.0
2026-04-07T02:10:00+0000,44795.0
2026-04-07T02:20:00+0000,42964.0
2026-04-07T02:30:00+0000,46206.0
2026-04-07T02:40:00+0000,47936.0
2026-04-07T02:50:00+0000,51002.0
2026-04-07T03:00:00+0000,54280.0
2026-04-07T03:10:00+0000,56077.0
2026-04-07T03:20:00+0000,59933.0
2026-04-07T03:30:00+0000,62641.0
2026-04-07T03:40:00+0000,66037.0
2026-04-07T03:50:00+0000,67222.0
2026-04-07T04:00:00+0000,68143.0
2026-04-07T04:10:00+0000,68360.0
2026-04-07T04:20:00+0000,69883.0
2026-04-07T04:30:00+0000,68330.0
2026-04-07T04:40:00+0000,66910.0
2026-04-07T04:50:00+0000,67058.0
2026-04-07T05:00:00+0000,79893.0
2026-04-07T05:10:00+0000,75447.0
2026-04-07T05:20:00+0000,77195.0
2026-04-07T05:30:00+0000,75494.0
2026-04-07T05:40:00+0000,81546.0
2026-04-07T05:50:00+0000,89409.0
2026-04-07T06:00:00+0000,91049.0
2026-04-07T06:10:00+0000,95633.0
2026-04-07T06:20:00+0000,106270.0
2026-04-07T06:30:00+0000,109850.0
2026-04-07T06:40:00+0000,112660.0
2026-04-07T06:50:00+0000,119940.0
2026-04-07T07:00:00+0000,121150.0
2026-04-07T07:10:00+0000,127050.0
2026-04-07T07:20:00+0000,123310.0
2026-04-07T07:30:00+0000,119830.0
2026-04-07T07:40:00+0000,124430.0
2026-04-07T07:50:00+0000,128920.0
2026-04-07T08:00:00+0000,123270.0
2026-04-07T08:10:00+0000,129740.0
2026-04-07T08:20:00+0000,133310.0
2026-04-07T08:30:00+0000,134890.0
2026-04-07T08:40:00+0000,125160.0
2026-04-07T08:50:00+0000,122890.0
2026-04-07T09:00:00+0000,127110.0
2026-04-07T09:10:00+0000,128440.0
2026-04-07T09:20:00+0000,122120.0
2026-04-07T09:30:00+0000,118460.0
2026-04-07T09:40:00+0000,119290.0
2026-04-07T09:50:00+0000,120270.0
2026-04-07T10:00:00+0000,112480.0
2026-04-07T10:10:00+0000,110870.0
2026-04-07T10:20:00+0000,107200.0
2026-04-07T10:30:00+0000,106420.0
2026-04-07T10:40:00+0000,102930.0
2026-04-07T10:50:00+0000,102660.0
2026-04-07T11:00:00+0000,104160.0
2026-04-07T11:10:00+0000,103210.0
2026-04-07T11:20:00+0000,105840.0
2026-04-07T11:30:00+0000,100880.0
2026-04-07T11:40:00+0000,104580.0
2026-04-07T11:50:00+0000,104610.0
2026-04-07T12:00:00+0000,99874.0
2026-04-07T12:10:00+0000,104450.0
2026-04-07T12:20:00+0000,98166.0
2026-04-07T12:30:00+0000,99145.0
2026-04-07T12:40:00+0000,99271.0
2026-04-07T12:50:00+0000,96052.0
2026-04-07T13:00:00+0000,99502.0
2026-04-07T13:10:00+0000,98269.0
2026-04-07T13:20:00+0000,99570.0
2026-04-07T13:30:00+0000,96982.0
2026-04-07T13:40:00+0000,97611.0
2026-04-07T13:50:00+0000,97228.0
2026-04-07T14:00:00+0000,97194.0
2026-04-07T14:10:00+0000,100570.0
2026-04-07T14:20:00+0000,101010.0
2026-04-07T14:30:00+0000,99979.0
2026-04-07T14:40:00+0000,97358.0
2026-04-07T14:50:00+0000,92215.0
2026-04-07T15:00:00+0000,90406.0
2026-04-07T15:10:00+0000,88624.0
2026-04-07T15:20:00+0000,88727.0
2026-04-07T15:30:00+0000,87841.0
2026-04-07T15:40:00+0000,88853.0
2026-04-07T15:50:00+0000,85583.0
2026-04-07T16:00:00+0000,83422.0
2026-04-07T16:10:00+0000,81230.0
2026-04-07T16:20:00+0000,79901.0
2026-04-07T16:30:00+0000,79413.0
2026-04-07T16:40:00+0000,79174.0
2026-04-07T16:50:00+0000,80203.0
2026-04-07T17:00:00+0000,76546.0
2026-04-07T17:10:00+0000,77196.0
2026-04-07T17:20:00+0000,76889.0
2026-04-07T17:30:00+0000,80371.0
2026-04-07T17:40:00+0000,78101.0
2026-04-07T17:50:00+0000,76713.0
2026-04-07T18:00:00+0000,72827.0
2026-04-07T18:10:00+0000,70465.0
2026-04-07T18:20:00+0000,68360.0
2026-04-07T18:30:00+0000,68541.0
2026-04-07T18:40:00+0000,65256.0
2026-04-07T18:50:00+0000,65361.0
2026-04-07T19:00:00+0000,65573.0
2026-04-07T19:10:00+0000,63022.0
2026-04-07T19:20:00+0000,64411.0
2026-04-07T19:30:00+0000,61559.0
2026-04-07T19:40:00+0000,60351.0
2026-04-07T19:50:00+0000,59511.0
2026-04-07T20:00:00+0000,57725.0
2026-04-07T20:10:00+0000,58920.0
2026-04-07T20:20:00+0000,56858.0
2026-04-07T20:30:00+0000,54837.0
2026-04-07T20:40:00+0000,49942.0
2026-04-07T20:50:00+0000,49273.0
2026-04-07T21:00:00+0000,46466.0
2026-04-07T21:10:00+0000,46335.0
2026-04-07T21:20:00+0000,46914.0
2026-04-07T21:30:00+0000,46013.0
2026-04-07T21:40:00+0000,44952.0
2026-04-07T21:50:00+0000,45865.0
2026-04-07T22:00:00+0000,44491.0
2026-04-07T22:10:00+0000,45161.0
2026-04-07T22:20:00+0000,43828.0
2026-04-07T22:30:00+0000,45326.0
2026-04-07T22:40:00+0000,44653.0
2026-04-07T22:50:00+0000,42273.0
2026-04-07T23:00:00+0000,43155.0
2026-04-07T23:10:00+0000,42788.0
2026-04-07T23:20:00+0000,42311.0
2026-04-07T23:30:00+0000,40871.0
2026-04-07T23:40:00+0000,41261.0
2026-04-07T23:50:00+0000,41167.0
2026-04-08T00:00:00+0000,40663.0
2026-04-08T00:10:00+0000,40896.0
2026-04-08T00:20:00+0000,41378.0
2026-04-08T00:30:00+0000,41265.0
2026-04-08T00:40:00+0000,42063.0
2026-04-08T00:50:00+0000,41584.0
2026-04-08T01:00:00+0000,42372.0
2026-04-08T01:10:00+0000,42970.0
2026-04-08T01:20:00+0000,41774.0
2026-04-08T01:30:00+0000,42160.0
2026-04-08T01:40:00+0000,41404.0
2026-04-08T01:50:00+0000,42108.0
2026-04-08T02:00:00+0000,42583.0
2026-04-08T02:10:00+0000,43884.0
2026-04-08T02:20:00+0000,43076.0
2026-04-08T02:30:00+0000,48400.0
2026-04-08T02:40:00+0000,45879.0
2026-04-08T02:50:00+0000,50299.0
2026-04-08T03:00:00+0000,53385.0
2026-04-08T03:10:00+0000,57821.0
2026-04-08T03:20:00+0000,56990.0
2026-04-08T03:30:00+0000,59224.0
2026-04-08T03:40:00+0000,63705.0
2026-04-08T03:50:00+0000,66034.0
2026-04-08T04:00:00+0000,66595.0
2026-04-08T04:10:00+0000,65896.0
2026-04-08T04:20:00+0000,68737.0
2026-04-08T04:30:00+0000,67633.0
2026-04-08T04:40:00+0000,68644.0
2026-04-08T04:50:00+0000,69886.0
2026-04-08T05:00:00+0000,76448.0
2026-04-08T05:10:00+0000,75383.0
2026-04-08T05:20:00+0000,74185.0
2026-04-08T05:30:00+0000,78157.0
2026-04-08T05:40:00+0000,87511.0
2026-04-08T05:50:00+0000,91659.0
2026-04-08T06:00:00+0000,98748.0
2026-04-08T06:10:00+0000,101390.0
2026-04-08T06:20:00+0000,104410.0
2026-04-08T06:30:00+0000,105730.0
2026-04-08T06:40:00+0000,107020.0
2026-04-08T06:50:00+0000,110190.0
2026-04-08T07:00:00+0000,122690.0
2026-04-08T07:10:00+0000,119960.0
2026-04-08T07:20:00+0000,128070.0
2026-04-08T07:30:00+0000,130570.0
2026-04-08T07:40:00+0000,138840.0
2026-04-08T07:50:00+0000,132500.0
2026-04-08T08:00:00+0000,130960.0
2026-04-08T08:10:00+0000,126700.0
2026-04-08T08:20:00+0000,121020.0
2026-04-08T08:30:00+0000,118920.0
2026-04-08T08:40:00+0000,119990.0
2026-04-08T08:50:00+0000,120270.0
2026-04-08T09:00:00+0000,117020.0
2026-04-08T09:10:00+0000,115710.0
2026-04-08T09:20:00+0000,108900.0
2026-04-08T09:30:00+0000,110070.0
2026-04-08T09:40:00+0000,111120.0
2026-04-08T09:50:00+0000,118470.0
2026-04-08T10:00:00+0000,113550.0
2026-04-08T10:10:00+0000,102380.0
2026-04-08T10:20:00+0000,101680.0
2026-04-08T10:30:00+0000,100250.0
2026-04-08T10:40:00+0000,93340.0
2026-04-08T10:50:00+0000,92747.0
2026-04-08T11:00:00+0000,99437.0
2026-04-08T11:10:00+0000,96101.0
2026-04-08T11:20:00+0000,96397.0
2026-04-08T11:30:00+0000,95300.0
2026-04-08T11:40:00+0000,94441.0
2026-04-08T11:50:00+0000,101600.0
2026-04-08T12:00:00+0000,98436.0
2026-04-08T12:10:00+0000,103640.0
2026-04-08T12:20:00+0000,102180.0
2026-04-08T12:30:00+0000,100810.0
2026-04-08T12:40:00+0000,101970.0
2026-04-08T12:50:00+0000,100990.0
2026-04-08T13:00:00+0000,101600.0
2026-04-08T13:10:00+0000,98860.0
2026-04-08T13:20:00+0000,101490.0
2026-04-08T13:30:00+0000,99293.0
2026-04-08T13:40:00+0000,100040.0
2026-04-08T13:50:00+0000,97103.0
2026-04-08T14:00:00+0000,93272.0
2026-04-08T14:10:00+0000,94109.0
2026-04-08T14:20:00+0000,92898.0
2026-04-08T14:30:00+0000,90018.0
2026-04-08T14:40:00+0000,92700.0
2026-04-08T14:50:00+0000,89806.0
2026-04-08T15:00:00+0000,87672.0
2026-04-08T15:10:00+0000,86577.0
2026-04-08T15:20:00+0000,87490.0
2026-04-08T15:30:00+0000,87112.0
2026-04-08T15:40:00+0000,83195.0
2026-04-08T15:50:00+0000,84664.0
2026-04-08T16:00:00+0000,82669.0
2026-04-08T16:10:00+0000,84187.0
2026-04-08T16:20:00+0000,85968.0
2026-04-08T16:30:00+0000,83624.0
2026-04-08T16:40:00+0000,83891.0
2026-04-08T16:50:00+0000,82994.0
2026-04-08T17:00:00+0000,83148.0
2026-04-08T17:10:00+0000,82417.0
2026-04-08T17:20:00+0000,83869.0
2026-04-08T17:30:00+0000,84538.0
2026-04-08T17:40:00+0000,86241.0
2026-04-08T17:50:00+0000,85365.0
2026-04-08T18:00:00+0000,79354.0
2026-04-08T18:10:00+0000,74646.0
2026-04-08T18:20:00+0000,69242.0
2026-04-08T18:30:00+0000,70303.0
2026-04-08T18:40:00+0000,70392.0
2026-04-08T18:50:00+0000,71566.0
2026-04-08T19:00:00+0000,69468.0
2026-04-08T19:10:00+0000,61188.0
2026-04-08T19:20:00+0000,63504.0
2026-04-08T19:30:00+0000,60746.0
2026-04-08T19:40:00+0000,58190.0
2026-04-08T19:50:00+0000,55643.0
2026-04-08T20:00:00+0000,56734.0
2026-04-08T20:10:00+0000,56139.0
2026-04-08T20:20:00+0000,56358.0
2026-04-08T20:30:00+0000,58697.0
2026-04-08T20:40:00+0000,57001.0
2026-04-08T20:50:00+0000,54978.0
2026-04-08T21:00:00+0000,58895.0
2026-04-08T21:10:00+0000,58858.0
2026-04-08T21:20:00+0000,57069.0
2026-04-08T21:30:00+0000,57693.0
2026-04-08T21:40:00+0000,55349.0
2026-04-08T21:50:00+0000,54167.0
2026-04-08T22:00:00+0000,53076.0
2026-04-08T22:10:00+0000,46887.0
2026-04-08T22:20:00+0000,45960.0
2026-04-08T22:30:00+0000,47944.0
2026-04-08T22:40:00+0000,47144.0
2026-04-08T22:50:00+0000,46829.0
2026-04-08T23:00:00+0000,46426.0
2026-04-08T23:10:00+0000,46676.0
2026-04-08T23:20:00+0000,45447.0
2026-04-08T23:30:00+0000,44930.0
2026-04-08T23:40:00+0000,45070.0
2026-04-08T23:50:00+0000,44599.0
2026-04-09T00:00:00+0000,43777.0
2026-04-09T00:10:00+0000,42719.0
2026-04-09T00:20:00+0000,41497.0
2026-04-09T00:30:00+0000,44345.0
2026-04-09T00:40:00+0000,42215.0
2026-04-09T00:50:00+0000,43144.0
2026-04-09T01:00:00+0000,41526.0
2026-04-09T01:10:00+0000,43383.0
2026-04-09T01:20:00+0000,43610.0
2026-04-09T01:30:00+0000,44121.0
2026-04-09T01:40:00+0000,41683.0
2026-04-09T01:50:00+0000,41795.0
2026-04-09T02:00:00+0000,43357.0
2026-04-09T02:10:00+0000,43676.0
2026-04-09T02:20:00+0000,40991.0
2026-04-09T02:30:00+0000,43228.0
2026-04-09T02:40:00+0000,46990.0
2026-04-09T02:50:00+0000,49484.0
2026-04-09T03:00:00+0000,52564.0
2026-04-09T03:10:00+0000,55580.0
2026-04-09T03:20:00+0000,52479.0
2026-04-09T03:30:00+0000,54068.0
2026-04-09T03:40:00+0000,58963.0
2026-04-09T03:50:00+0000,60977.0
2026-04-09T04:00:00+0000,63234.0
2026-04-09T04:10:00+0000,63752.0
2026-04-09T04:20:00+0000,61502.0
2026-04-09T04:30:00+0000,64520.0
2026-04-09T04:40:00+0000,65118.0
2026-04-09T04:50:00+0000,67983.0
2026-04-09T05:00:00+0000,71620.0
2026-04-09T05:10:00+0000,72572.0
2026-04-09T05:20:00+0000,74941.0
2026-04-09T05:30:00+0000,79186.0
2026-04-09T05:40:00+0000,80880.0
2026-04-09T05:50:00+0000,82343.0
2026-04-09T06:00:00+0000,83940.0
2026-04-09T06:10:00+0000,90029.0
2026-04-09T06:20:00+0000,93766.0
2026-04-09T06:30:00+0000,96463.0
2026-04-09T06:40:00+0000,97280.0
2026-04-09T06:50:00+0000,102390.0
2026-04-09T07:00:00+0000,110410.0
2026-04-09T07:10:00+0000,109760.0
2026-04-09T07:20:00+0000,105760.0
2026-04-09T07:30:00+0000,109260.0
2026-04-09T07:40:00+0000,118270.0
2026-04-09T07:50:00+0000,123760.0
2026-04-09T08:00:00+0000,127200.0
2026-04-09T08:10:00+0000,127310.0
2026-04-09T08:20:00+0000,113170.0
2026-04-09T08:30:00+0000,114940.0
2026-04-09T08:40:00+0000,117410.0
2026-04-09T08:50:00+0000,116250.0
2026-04-09T09:00:00+0000,120200.0
2026-04-09T09:10:00+0000,121300.0
2026-04-09T09:20:00+0000,114400.0
2026-04-09T09:30:00+0000,127930.0
2026-04-09T09:40:00+0000,119040.0
2026-04-09T09:50:00+0000,108540.0
2026-04-09T10:00:00+0000,105880.0
2026-04-09T10:10:00+0000,102920.0
2026-04-09T10:20:00+0000,96528.0
2026-04-09T10:30:00+0000,93547.0
2026-04-09T10:40:00+0000,90382.0
2026-04-09T10:50:00+0000,90893.0
2026-04-09T11:00:00+0000,94417.0
2026-04-09T11:10:00+0000,94172.0
2026-04-09T11:20:00+0000,97788.0
2026-04-09T11:30:00+0000,99439.0
2026-04-09T11:40:00+0000,94700.0
2026-04-09T11:50:00+0000,92015.0
2026-04-09T12:00:00+0000,97584.0
2026-04-09T12:10:00+0000,96384.0
2026-04-09T12:20:00+0000,94842.0
2026-04-09T12:30:00+0000,94649.0
2026-04-09T12:40:00+0000,95398.0
2026-04-09T12:50:00+0000,102390.0
2026-04-09T13:00:00+0000,98526.0
2026-04-09T13:10:00+0000,99329.0
2026-04-09T13:20:00+0000,95833.0
2026-04-09T13:30:00+0000,99542.0
2026-04-09T13:40:00+0000,96190.0
2026-04-09T13:50:00+0000,93575.0
2026-04-09T14:00:00+0000,99435.0
2026-04-09T14:10:00+0000,98986.0
2026-04-09T14:20:00+0000,94270.0
2026-04-09T14:30:00+0000,94299.0
2026-04-09T14:40:00+0000,89259.0
2026-04-09T14:50:00+0000,90036.0
2026-04-09T15:00:00+0000,84642.0
2026-04-09T15:10:00+0000,77363.0
2026-04-09T15:20:00+0000,83517.0
2026-04-09T15:30:00+0000,86022.0
2026-04-09T15:40:00+0000,87202.0
2026-04-09T15:50:00+0000,86177.0
2026-04-09T16:00:00+0000,82920.0
2026-04-09T16:10:00+0000,83436.0
2026-04-09T16:20:00+0000,83348.0
2026-04-09T16:30:00+0000,83408.0
2026-04-09T16:40:00+0000,81257.0
2026-04-09T16:50:00+0000,80886.0
2026-04-09T17:00:00+0000,79802.0
2026-04-09T17:10:00+0000,78104.0
2026-04-09T17:20:00+0000,81301.0
2026-04-09T17:30:00+0000,80551.0
2026-04-09T17:40:00+0000,80129.0
2026-04-09T17:50:00+0000,75676.0
2026-04-09T18:00:00+0000,73480.0
2026-04-09T18:10:00+0000,70943.0
2026-04-09T18:20:00+0000,69153.0
2026-04-09T18:30:00+0000,67819.0
2026-04-09T18:40:00+0000,67857.0
2026-04-09T18:50:00+0000,66879.0
2026-04-09T19:00:00+0000,63529.0
2026-04-09T19:10:00+0000,63831.0
2026-04-09T19:20:00+0000,63085.0
2026-04-09T19:30:00+0000,63737.0
2026-04-09T19:40:00+0000,61470.0
2026-04-09T19:50:00+0000,54782.0
2026-04-09T20:00:00+0000,47286.0
2026-04-09T20:10:00+0000,45511.0
2026-04-09T20:20:00+0000,45268.0
2026-04-09T20:30:00+0000,42318.0
2026-04-09T20:40:00+0000,42942.0
2026-04-09T20:50:00+0000,43778.0
2026-04-09T21:00:00+0000,43210.0
2026-04-09T21:10:00+0000,42418.0
2026-04-09T21:20:00+0000,42176.0
2026-04-09T21:30:00+0000,41477.0
2026-04-09T21:40:00+0000,41654.0
2026-04-09T21:50:00+0000,41735.0
2026-04-09T22:00:00+0000,42794.0
2026-04-09T22:10:00+0000,41880.0
2026-04-09T22:20:00+0000,41796.0
2026-04-09T22:30:00+0000,40743.0
2026-04-09T22:40:00+0000,42415.0
2026-04-09T22:50:00+0000,41440.0
2026-04-09T23:00:00+0000,42121.0
2026-04-09T23:10:00+0000,41873.0
2026-04-09T23:20:00+0000,41110.0
2026-04-09T23:30:00+0000,41733.0
2026-04-09T23:40:00+0000,41023.0
2026-04-09T23:50:00+0000,40816.0
2026-04-10T00:00:00+0000,42459.0
2026-04-10T00:10:00+0000,41368.0
2026-04-10T00:20:00+0000,42027.0
2026-04-10T00:30:00+0000,41108.0
2026-04-10T00:40:00+0000,41352.0
2026-04-10T00:50:00+0000,40854.0
2026-04-10T01:00:00+0000,42022.0
2026-04-10T01:10:00+0000,40863.0
2026-04-10T01:20:00+0000,42007.0
2026-04-10T01:30:00+0000,41089.0
2026-04-10T01:40:00+0000,40879.0
2026-04-10T01:50:00+0000,42454.0
2026-04-10T02:00:00+0000,42730.0
2026-04-10T02:10:00+0000,43931.0
2026-04-10T02:20:00+0000,42428.0
2026-04-10T02:30:00+0000,45642.0
2026-04-10T02:40:00+0000,48494.0
2026-04-10T02:50:00+0000,49790.0
2026-04-10T03:00:00+0000,52088.0
2026-04-10T03:10:00+0000,54600.0
2026-04-10T03:20:00+0000,56689.0
2026-04-10T03:30:00+0000,55911.0
2026-04-10T03:40:00+0000,62072.0
2026-04-10T03:50:00+0000,64862.0
2026-04-10T04:00:00+0000,64141.0
2026-04-10T04:10:00+0000,65170.0
2026-04-10T04:20:00+0000,66445.0
2026-04-10T04:30:00+0000,68861.0
2026-04-10T04:40:00+0000,68115.0
2026-04-10T04:50:00+0000,70589.0
2026-04-10T05:00:00+0000,78276.0
2026-04-10T05:10:00+0000,80788.0
2026-04-10T05:20:00+0000,83988.0
2026-04-10T05:30:00+0000,83442.0
2026-04-10T05:40:00+0000,89207.0
2026-04-10T05:50:00+0000,93575.0
2026-04-10T06:00:00+0000,89408.0
2026-04-10T06:10:00+0000,96474.0
2026-04-10T06:20:00+0000,102670.0
2026-04-10T06:30:00+0000,102720.0
2026-04-10T06:40:00+0000,113180.0
2026-04-10T06:50:00+0000,115420.0
2026-04-10T07:00:00+0000,114940.0
2026-04-10T07:10:00+0000,116040.0
2026-04-10T07:20:00+0000,116810.0
2026-04-10T07:30:00+0000,115160.0
2026-04-10T07:40:00+0000,114420.0
2026-04-10T07:50:00+0000,121120.0
2026-04-10T08:00:00+0000,118660.0
2026-04-10T08:10:00+0000,123360.0
2026-04-10T08:20:00+0000,115960.0
2026-04-10T08:30:00+0000,109160.0
2026-04-10T08:40:00+0000,104140.0
2026-04-10T08:50:00+0000,106920.0
2026-04-10T09:00:00+0000,111020.0
2026-04-10T09:10:00+0000,104340.0
2026-04-10T09:20:00+0000,103030.0
2026-04-10T09:30:00+0000,106780.0
2026-04-10T09:40:00+0000,104570.0
2026-04-10T09:50:00+0000,98144.0
2026-04-10T10:00:00+0000,102080.0
2026-04-10T10:10:00+0000,93144.0
2026-04-10T10:20:00+0000,98087.0
2026-04-10T10:30:00+0000,85700.0
2026-04-10T10:40:00+0000,91793.0
2026-04-10T10:50:00+0000,86514.0
2026-04-10T11:00:00+0000,81118.0
2026-04-10T11:10:00+0000,85015.0
2026-04-10T11:20:00+0000,88885.0
2026-04-10T11:30:00+0000,89335.0
2026-04-10T11:40:00+0000,88605.0
2026-04-10T11:50:00+0000,82459.0
2026-04-10T12:00:00+0000,81116.0
2026-04-10T12:10:00+0000,85295.0
2026-04-10T12:20:00+0000,86808.0
2026-04-10T12:30:00+0000,85304.0
2026-04-10T12:40:00+0000,91249.0
2026-04-10T12:50:00+0000,93276.0
2026-04-10T13:00:00+0000,96298.0
2026-04-10T13:10:00+0000,96927.0
2026-04-10T13:20:00+0000,87288.0
2026-04-10T13:30:00+0000,86847.0
2026-04-10T13:40:00+0000,89513.0
2026-04-10T13:50:00+0000,86682.0
2026-04-10T14:00:00+0000,87182.0
2026-04-10T14:10:00+0000,85984.0
2026-04-10T14:20:00+0000,84330.0
2026-04-10T14:30:00+0000,85394.0
2026-04-10T14:40:00+0000,81752.0
2026-04-10T14:50:00+0000,82729.0
