# strategy=L6_MULTI_DAY_ENSEMBLE confidence=0.72 gap_size=288
# postproc.norm mode=norm_one_sided_after std_ratio=5.26 mean_ratio=1.24 scale=2.427
# postproc.align mode=align_capped cap=11771 start_offset_raw=-2151 applied=-2151 end_offset_raw=44342 applied=11771 slope_weight=0.00
timestamp,ground_truth,imputed,quality,abs_error
2026-04-07T04:00:00+0000,86442.0,81014.25,3,5427.75
2026-04-07T04:10:00+0000,87469.0,81580.41012411262,3,5888.589875887381
2026-04-07T04:20:00+0000,89396.0,82199.53071188861,3,7196.469288111388
2026-04-07T04:30:00+0000,90638.0,82871.61176332796,3,7766.388236672035
2026-04-07T04:40:00+0000,91421.0,83596.65327843069,3,7824.346721569309
2026-04-07T04:50:00+0000,90975.0,84374.65525719701,3,6600.34474280299
2026-04-07T05:00:00+0000,92533.0,85033.51703538297,3,7499.482964617026
2026-04-07T05:10:00+0000,91699.0,85989.01571632033,3,5709.984283679674
2026-04-07T05:20:00+0000,94460.0,86942.88870377328,3,7517.111296226722
2026-04-07T05:30:00+0000,93745.0,88121.82317278397,3,5623.176827216026
2026-04-07T05:40:00+0000,98717.0,89281.64436145534,3,9435.355638544657
2026-04-07T05:50:00+0000,104820.0,90410.36687033049,3,14409.633129669513
2026-04-07T06:00:00+0000,108880.0,91464.68600289676,3,17415.313997103236
2026-04-07T06:10:00+0000,115690.0,92590.12130132299,3,23099.878698677014
2026-04-07T06:20:00+0000,112190.0,93813.09943687615,3,18376.900563123854
2026-04-07T06:30:00+0000,118580.0,95005.27166015396,3,23574.728339846042
2026-04-07T06:40:00+0000,112950.0,96400.6361244663,3,16549.3638755337
2026-04-07T06:50:00+0000,115680.0,97841.6665244053,3,17838.3334755947
2026-04-07T07:00:00+0000,119990.0,99486.45856481475,3,20503.541435185252
2026-04-07T07:10:00+0000,125180.0,101162.01477888688,3,24017.985221113122
2026-04-07T07:20:00+0000,128080.0,102721.07082677651,3,25358.929173223485
2026-04-07T07:30:00+0000,127140.0,104145.94977326774,3,22994.05022673226
2026-04-07T07:40:00+0000,130050.0,105196.14338818645,3,24853.85661181355
2026-04-07T07:50:00+0000,133790.0,106244.69122343468,3,27545.308776565318
2026-04-07T08:00:00+0000,142830.0,107120.82986077534,3,35709.17013922466
2026-04-07T08:10:00+0000,142240.0,107991.10683715103,3,34248.893162848966
2026-04-07T08:20:00+0000,139730.0,108946.29291759052,3,30783.707082409484
2026-04-07T08:30:00+0000,140240.0,109868.30178274341,3,30371.69821725659
2026-04-07T08:40:00+0000,134540.0,110900.83647644728,3,23639.16352355272
2026-04-07T08:50:00+0000,146330.0,111820.6893347818,3,34509.3106652182
2026-04-07T09:00:00+0000,142970.0,112832.47725984026,3,30137.522740159737
2026-04-07T09:10:00+0000,144300.0,113686.96155231744,3,30613.038447682557
2026-04-07T09:20:00+0000,142670.0,114297.42231343672,3,28372.57768656328
2026-04-07T09:30:00+0000,148070.0,114871.49137018342,3,33198.508629816584
2026-04-07T09:40:00+0000,139590.0,115275.98846425771,3,24314.01153574229
2026-04-07T09:50:00+0000,147950.0,115823.60490911818,3,32126.395090881822
2026-04-07T10:00:00+0000,142390.0,116483.00464679099,3,25906.995353209015
2026-04-07T10:10:00+0000,136430.0,117272.48016456669,3,19157.51983543331
2026-04-07T10:20:00+0000,130150.0,118132.51186244101,3,12017.48813755899
2026-04-07T10:30:00+0000,131620.0,119080.39724669134,3,12539.60275330866
2026-04-07T10:40:00+0000,129150.0,120162.93269006672,3,8987.067309933278
2026-04-07T10:50:00+0000,129160.0,121442.151493336,3,7717.848506663999
2026-04-07T11:00:00+0000,130990.0,122622.58015017887,3,8367.419849821134
2026-04-07T11:10:00+0000,131120.0,123712.97668159386,3,7407.023318406136
2026-04-07T11:20:00+0000,134190.0,124660.28034711847,3,9529.719652881526
2026-04-07T11:30:00+0000,136540.0,125746.69363878579,3,10793.306361214214
2026-04-07T11:40:00+0000,137840.0,126681.5244771732,3,11158.475522826804
2026-04-07T11:50:00+0000,142410.0,127679.94216243298,3,14730.057837567016
2026-04-07T12:00:00+0000,142920.0,128380.18056429489,3,14539.81943570511
2026-04-07T12:10:00+0000,141350.0,129301.03358494416,3,12048.966415055838
2026-04-07T12:20:00+0000,142030.0,130230.68774929448,3,11799.312250705523
2026-04-07T12:30:00+0000,141430.0,131164.7681895496,3,10265.231810450408
2026-04-07T12:40:00+0000,142500.0,131826.05695314455,3,10673.94304685545
2026-04-07T12:50:00+0000,141490.0,132413.45162216073,3,9076.548377839266
2026-04-07T13:00:00+0000,140790.0,132924.7244022473,3,7865.275597752712
2026-04-07T13:10:00+0000,143610.0,133493.6590424905,3,10116.3409575095
2026-04-07T13:20:00+0000,140250.0,133809.23839886987,3,6440.761601130129
2026-04-07T13:30:00+0000,136190.0,134209.23822158543,3,1980.7617784145696
2026-04-07T13:40:00+0000,137620.0,134450.93375993718,3,3169.0662400628207
2026-04-07T13:50:00+0000,137680.0,134867.2008580466,3,2812.7991419534083
2026-04-07T14:00:00+0000,137730.0,135232.42015205254,3,2497.5798479474615
2026-04-07T14:10:00+0000,136410.0,135337.9817729616,3,1072.0182270384103
2026-04-07T14:20:00+0000,137850.0,135559.90693707168,3,2290.093062928325
2026-04-07T14:30:00+0000,132570.0,135711.61365860567,3,3141.6136586056673
2026-04-07T14:40:00+0000,131300.0,136062.03368085323,3,4762.03368085323
2026-04-07T14:50:00+0000,131680.0,136614.3984984649,3,4934.3984984649
2026-04-07T15:00:00+0000,129330.0,137091.5180195131,3,7761.518019513111
2026-04-07T15:10:00+0000,127290.0,137687.25996469174,3,10397.259964691737
2026-04-07T15:20:00+0000,121750.0,138249.8262180627,3,16499.82621806269
2026-04-07T15:30:00+0000,119800.0,138864.7169349819,3,19064.7169349819
2026-04-07T15:40:00+0000,115110.0,139475.94859082022,3,24365.94859082022
2026-04-07T15:50:00+0000,113770.0,139873.95986484658,3,26103.959864846576
2026-04-07T16:00:00+0000,114100.0,140456.53844633253,3,26356.53844633253
2026-04-07T16:10:00+0000,111830.0,140792.09501552343,3,28962.09501552343
2026-04-07T16:20:00+0000,108980.0,141433.94556340788,3,32453.945563407877
2026-04-07T16:30:00+0000,106420.0,141957.93780730845,3,35537.93780730845
2026-04-07T16:40:00+0000,104320.0,142180.36309812308,3,37860.36309812308
2026-04-07T16:50:00+0000,105240.0,142495.23226568848,3,37255.23226568848
2026-04-07T17:00:00+0000,108030.0,142639.73942493869,3,34609.739424938685
2026-04-07T17:10:00+0000,105110.0,142862.5120982828,3,37752.51209828281
2026-04-07T17:20:00+0000,104050.0,142825.557479115,3,38775.557479115
2026-04-07T17:30:00+0000,103840.0,142741.00907133362,3,38901.009071333625
2026-04-07T17:40:00+0000,103910.0,142603.86238949094,3,38693.86238949094
2026-04-07T17:50:00+0000,102740.0,142256.8497403661,3,39516.8497403661
2026-04-07T18:00:00+0000,101030.0,141972.15624834693,3,40942.15624834693
2026-04-07T18:10:00+0000,97828.0,141771.74346675558,3,43943.74346675558
2026-04-07T18:20:00+0000,91101.0,141428.41423389313,3,50327.41423389313
2026-04-07T18:30:00+0000,90471.0,141051.11560814962,3,50580.115608149616
2026-04-07T18:40:00+0000,87656.0,140416.58566121873,3,52760.585661218734
2026-04-07T18:50:00+0000,84871.0,140036.3762139965,3,55165.3762139965
2026-04-07T19:00:00+0000,94616.0,139561.76976574786,3,44945.76976574786
2026-04-07T19:10:00+0000,90872.0,139334.82007819432,3,48462.820078194316
2026-04-07T19:20:00+0000,90721.0,139010.7728015145,3,48289.77280151451
2026-04-07T19:30:00+0000,88779.0,138781.8469239197,3,50002.846923919686
2026-04-07T19:40:00+0000,85994.0,138767.85184384065,3,52773.851843840646
2026-04-07T19:50:00+0000,89462.0,139105.2451821541,3,49643.24518215409
2026-04-07T20:00:00+0000,88731.0,139400.38511718184,3,50669.38511718184
2026-04-07T20:10:00+0000,87198.0,139539.7114694038,3,52341.71146940379
2026-04-07T20:20:00+0000,85478.0,139695.20137947958,3,54217.20137947958
2026-04-07T20:30:00+0000,86205.0,140001.12323222653,3,53796.12323222653
2026-04-07T20:40:00+0000,87211.0,140154.2383777081,3,52943.2383777081
2026-04-07T20:50:00+0000,85830.0,140298.68508503918,3,54468.68508503918
2026-04-07T21:00:00+0000,86875.0,140170.38201000157,3,53295.38201000157
2026-04-07T21:10:00+0000,88182.0,139990.70343400424,3,51808.703434004245
2026-04-07T21:20:00+0000,86849.0,139708.8971791984,3,52859.89717919839
2026-04-07T21:30:00+0000,87072.0,139489.260579001,3,52417.26057900101
2026-04-07T21:40:00+0000,85000.0,139250.802005346,3,54250.80200534599
2026-04-07T21:50:00+0000,83614.0,138963.05509823302,3,55349.05509823302
2026-04-07T22:00:00+0000,78991.0,138743.28112725148,3,59752.28112725148
2026-04-07T22:10:00+0000,78344.0,138364.98792373866,3,60020.98792373866
2026-04-07T22:20:00+0000,78434.0,137867.43232590577,3,59433.43232590577
2026-04-07T22:30:00+0000,77558.0,137272.61794139474,3,59714.61794139474
2026-04-07T22:40:00+0000,76967.0,136546.59499837877,3,59579.59499837877
2026-04-07T22:50:00+0000,78918.0,135785.18398350556,3,56867.18398350556
2026-04-07T23:00:00+0000,79128.0,135002.0697826423,3,55874.0697826423
2026-04-07T23:10:00+0000,77291.0,134245.3386833948,3,56954.3386833948
2026-04-07T23:20:00+0000,77807.0,133596.3627101045,3,55789.3627101045
2026-04-07T23:30:00+0000,78630.0,133009.2756341286,3,54379.2756341286
2026-04-07T23:40:00+0000,78065.0,132527.28725688666,3,54462.28725688666
2026-04-07T23:50:00+0000,78880.0,131972.18798980373,3,53092.18798980373
2026-04-08T00:00:00+0000,78887.0,131548.67133045752,3,52661.671330457524
2026-04-08T00:10:00+0000,77915.0,131132.9097619221,3,53217.909761922114
2026-04-08T00:20:00+0000,78055.0,130755.76904028672,3,52700.769040286716
2026-04-08T00:30:00+0000,76692.0,130509.9911187994,3,53817.9911187994
2026-04-08T00:40:00+0000,76221.0,130328.70345652218,3,54107.703456522184
2026-04-08T00:50:00+0000,77382.0,130162.4026959227,3,52780.402695922705
2026-04-08T01:00:00+0000,78386.0,130125.71307993738,3,51739.713079937384
2026-04-08T01:10:00+0000,79862.0,130134.53422620523,3,50272.53422620523
2026-04-08T01:20:00+0000,79264.0,130142.1112529572,3,50878.1112529572
2026-04-08T01:30:00+0000,78970.0,130009.8437856327,3,51039.84378563269
2026-04-08T01:40:00+0000,79581.0,129855.42238670224,3,50274.42238670224
2026-04-08T01:50:00+0000,78366.0,129604.58827499609,3,51238.58827499609
2026-04-08T02:00:00+0000,79409.0,129356.73751766338,3,49947.73751766338
2026-04-08T02:10:00+0000,79223.0,128917.88361488383,3,49694.88361488383
2026-04-08T02:20:00+0000,77394.0,128535.96577681128,3,51141.96577681128
2026-04-08T02:30:00+0000,79387.0,128231.01933011985,3,48844.019330119845
2026-04-08T02:40:00+0000,80029.0,127997.73878466671,3,47968.73878466671
2026-04-08T02:50:00+0000,80695.0,127829.47956739235,3,47134.47956739235
